timestamp_s,motor_id,temp_c,rpm,battery_voltage_v,battery_current_a,phase_u_back_emf_v,phase_v_back_emf_v,phase_w_back_emf_v,phase_u_current_a,phase_v_current_a,phase_w_current_a,vibration_x_g,vibration_y_g,vibration_z_g,fault_type,rul_minutes
68.132500,motor_3,66.19084,2942.03145,68.41765,48.40621,-0.44997,-26.08671,25.41325,-0.83855,-23.88321,22.50801,0.0204501,-0.0396344,0.0485248,winding_short,67.677
68.135000,motor_3,66.67713,2946.95339,68.38456,49.70641,2.22528,25.09796,-27.01952,2.48423,23.55065,-23.59499,-0.0178075,-0.0595207,0.0108573,winding_short,67.677
68.137500,motor_3,66.36656,2938.95108,68.54233,48.79582,-3.69607,-24.05431,27.47451,-5.06144,-22.53044,24.03653,-0.0698579,-0.0659839,-0.0205527,winding_short,67.677
68.140000,motor_3,66.51044,2935.94341,68.45531,49.48812,5.19152,22.92898,-28.13681,7.19609,21.19174,-25.13607,-0.0294370,-0.0243244,-0.0344013,winding_short,67.677
68.142500,motor_3,66.52549,2939.06105,68.27404,48.90231,-6.57043,-21.62867,28.30206,-9.00199,-20.15372,25.12640,-0.0591005,-0.0376062,0.0208832,winding_short,67.677
68.145000,motor_3,67.06104,2937.15218,68.13663,50.64088,7.88741,20.44221,-28.68958,11.17798,19.12100,-26.26356,0.0772164,0.0007413,0.0456791,winding_short,67.677
68.147500,motor_3,66.78066,2941.32702,68.06068,49.91663,-9.19691,-19.11892,29.07819,-13.49382,-17.19540,25.95752,0.0188386,-0.0287380,-0.0276209,winding_short,67.677
68.150000,motor_3,66.39365,2946.31205,68.47291,48.78083,10.52991,17.22901,-29.77390,14.47262,15.80581,-26.43734,0.0750522,-0.0618708,-0.0070934,winding_short,67.677
68.152500,motor_3,66.35517,2942.90463,68.24186,49.11157,-12.02720,-16.01877,29.49712,-15.56995,-14.81485,25.97156,-0.0442607,-0.0902704,0.0066403,winding_short,67.677
68.155000,motor_3,66.40788,2941.92178,68.26911,48.68276,13.34824,14.26189,-29.24801,18.03158,13.21368,-25.52320,0.0323808,-0.0786431,0.0158249,winding_short,67.677
68.157500,motor_3,66.75624,2950.84244,68.35438,49.54982,-14.49410,-12.64467,29.51650,-20.03056,-11.32400,26.14929,-0.1133882,-0.1005810,-0.0079495,winding_short,67.677
68.160000,motor_3,66.15924,2938.22220,68.21572,48.48161,15.86351,10.73231,-29.12840,20.97952,10.10947,-25.46854,0.0208891,-0.0551474,0.0174863,winding_short,67.677
68.162500,motor_3,66.25815,2938.88098,68.49632,48.50595,-16.62371,-9.25118,28.35451,-23.23619,-8.21166,25.63838,-0.1327029,-0.0359012,-0.0358971,winding_short,67.677
68.165000,motor_3,66.65985,2942.97659,68.29476,49.39833,18.05933,7.33797,-28.00860,24.77608,6.19190,-25.24046,0.0551696,-0.0186736,0.0542903,winding_short,67.677
68.167500,motor_3,66.63978,2932.84933,68.27445,49.76626,-19.23611,-5.57293,27.75950,-25.49847,-5.03111,24.80530,-0.0433403,-0.0455285,-0.0341732,winding_short,67.677
68.170000,motor_3,66.83829,2938.41769,68.24254,49.93964,20.13802,3.75866,-26.87076,27.19497,4.08213,-24.65493,0.1013732,-0.0293347,-0.0085532,winding_short,67.677
68.172500,motor_3,66.81073,2934.09696,68.24934,50.04335,-20.71135,-2.18395,26.32852,-28.68131,-2.06366,23.71579,-0.1269476,-0.0968013,-0.0333649,winding_short,67.677
68.175000,motor_3,66.37352,2937.10684,68.32415,48.80839,21.34691,0.26164,-24.92639,28.69872,0.03523,-22.23726,0.0933436,-0.0817823,0.1163818,winding_short,67.677
68.177500,motor_3,66.78624,2937.15399,68.09217,49.79267,-22.18121,1.87262,24.27791,-30.74562,1.39942,22.83635,-0.1697357,-0.1182951,-0.0366852,winding_short,67.677
68.180000,motor_3,66.76512,2944.42952,68.28107,49.98745,22.54764,-3.35402,-23.46976,31.03519,-3.45225,-20.81000,0.1318527,-0.0547790,0.0469751,winding_short,67.677
68.182500,motor_3,66.25335,2946.54168,68.41999,48.37382,-23.32573,5.54535,22.77858,-31.07364,5.10244,19.49534,-0.1548689,-0.0492089,-0.0964832,winding_short,67.677
68.185000,motor_3,66.95116,2949.78128,68.61358,50.32088,23.84306,-7.33599,-21.19957,32.68113,-6.26367,-19.09300,0.1420198,0.0040707,0.0754675,winding_short,67.677
68.187500,motor_3,66.73375,2936.26470,68.50936,49.79311,-24.16228,8.93130,20.26433,-33.15858,8.29386,17.69729,-0.0665981,-0.0258994,-0.0227885,winding_short,67.677
68.190000,motor_3,66.54686,2936.92907,68.39463,48.87877,24.29080,-10.93542,-18.54162,33.57184,-9.87694,-16.45632,0.1894136,-0.0210659,0.0589335,winding_short,67.677
68.192500,motor_3,66.98274,2924.39670,68.27519,50.53650,-24.77352,12.40453,17.49820,-34.19964,11.26035,15.41106,-0.0570008,-0.0190643,-0.0497885,winding_short,67.677
68.195000,motor_3,66.45741,2937.64227,68.16428,49.29211,24.77386,-14.03938,-15.86282,33.47212,-12.80154,-13.75246,0.1101179,0.0169733,0.0887538,winding_short,67.677
68.197500,motor_3,66.06358,2935.00058,68.44457,47.99769,-25.10079,15.71893,14.57184,-32.99539,13.67078,12.64400,-0.1578071,-0.0498483,-0.0144546,winding_short,67.677
68.200000,motor_3,66.39550,2933.89576,68.14529,48.77271,24.62131,-17.33733,-12.91257,33.61140,-15.07578,-11.49914,0.0734776,-0.0108387,0.0498887,winding_short,67.677
68.202500,motor_3,66.50894,2939.28151,68.27940,49.20158,-24.39901,18.73057,11.45779,-33.57001,17.17060,9.87320,-0.1480633,0.0133558,-0.0919613,winding_short,67.677
68.205000,motor_3,66.66344,2931.60746,68.22226,49.31892,24.57993,-20.16938,-9.37435,32.76672,-18.03815,-8.17122,0.1447493,0.1062605,0.1027525,winding_short,67.677
68.207500,motor_3,66.46966,2934.28108,68.40341,49.08871,-23.96755,21.60544,7.72035,-32.61149,19.71131,6.70448,-0.0770151,0.0692500,-0.0488653,winding_short,67.677
68.210000,motor_3,66.32763,2939.56018,68.19283,48.88533,23.63867,-22.77003,-6.26182,31.46765,-21.20362,-6.12280,0.1321018,0.0764000,0.0211144,winding_short,67.677
68.212500,motor_3,66.36942,2928.86240,68.38352,49.28168,-23.19761,23.95616,4.72985,-31.52255,22.00752,3.85791,-0.1123853,0.0197304,-0.0781879,winding_short,67.677
68.215000,motor_3,66.66003,2932.76205,68.23324,49.59605,22.79680,-25.17621,-2.58489,31.03831,-23.30447,-2.91671,0.0847995,0.0658246,0.0838956,winding_short,67.677
68.217500,motor_3,66.61337,2935.56451,68.36064,49.49128,-21.80372,26.11660,0.95250,-29.89019,24.40399,0.88000,-0.1450566,0.0779999,-0.0124309,winding_short,67.677
68.220000,motor_3,66.51873,2937.00737,68.35076,49.10555,20.63777,-26.72934,0.92786,28.46549,-25.07229,1.15011,0.0674641,0.0171657,0.0354596,winding_short,67.677
68.222500,motor_3,66.62456,2926.00402,68.52390,49.29748,-20.41594,27.49297,-2.27067,-27.35731,25.65063,-2.51498,-0.1317567,0.0861764,-0.0644417,winding_short,67.677
68.225000,motor_3,66.85271,2932.93178,68.37325,50.02220,19.66551,-28.43601,4.34972,26.81190,-26.76254,4.19148,0.1278881,0.1344767,0.0452947,winding_short,67.677
68.227500,motor_3,66.12051,2936.40678,68.44341,48.79613,-18.40535,29.30006,-5.87399,-25.67495,26.36494,-5.27165,-0.0490407,0.1127477,-0.0153933,winding_short,67.677
68.230000,motor_3,66.33989,2928.80293,68.50758,48.72041,17.30156,-29.09499,7.68595,23.65461,-27.22129,6.87537,0.1336207,0.0716355,0.0630101,winding_short,67.677
68.232500,motor_3,66.57351,2930.41172,68.37513,49.21408,-16.22050,30.18833,-9.50779,-22.03081,28.24611,-8.81720,-0.0335779,0.0341455,-0.0647128,winding_short,67.677
68.235000,motor_3,66.38076,2935.46461,68.04819,48.81600,15.23553,-30.53300,11.26405,20.68388,-27.60584,10.05070,0.0609814,0.0499203,0.0496213,winding_short,67.677
68.237500,motor_3,66.78184,2939.02573,68.39986,49.65098,-13.77877,30.69608,-12.52462,-19.03239,28.06754,-11.38109,-0.0561977,0.0226020,-0.0183028,winding_short,67.677
68.240000,motor_3,66.55319,2930.66702,68.40393,49.31942,12.48684,-30.11626,14.06837,17.12711,-28.93396,12.12723,0.0333167,0.0395733,0.0098030,winding_short,67.677
68.242500,motor_3,66.75047,2939.15709,68.41393,49.66839,-11.44246,30.88700,-16.04408,-15.83023,28.27491,-14.60856,-0.0846788,0.0761034,-0.0691242,winding_short,67.677
68.245000,motor_3,66.78715,2926.48120,68.35137,50.10399,10.37812,-30.39453,17.24788,14.16104,-28.63094,15.57084,0.0443077,0.1007137,0.0260521,winding_short,67.677
68.247500,motor_3,66.58448,2937.79579,68.19370,49.25037,-8.88270,30.39067,-18.80296,-11.89467,27.60858,-16.91357,0.0044956,0.0705189,0.0347032,winding_short,67.677
68.250000,motor_3,66.19424,2936.33285,68.56671,48.42543,7.44957,-29.62742,20.10219,9.76914,-27.13349,17.34499,0.0775875,0.0321088,0.0049347,winding_short,67.677
68.252500,motor_3,66.29071,2942.83025,68.24489,48.86736,-6.08639,29.92276,-20.86661,-8.19862,27.15774,-18.39786,0.0425333,0.0172590,-0.0432298,winding_short,67.677
68.255000,motor_3,66.67446,2931.92225,68.39312,49.22922,4.54392,-28.79408,22.28842,6.13869,-26.64279,19.70915,0.0001905,0.0182475,0.0152693,winding_short,67.677
68.257500,motor_3,66.25173,2946.20302,68.31018,48.71772,-2.93839,28.43576,-23.36342,-3.81377,26.01906,-20.78827,-0.0468532,0.0025113,0.0267878,winding_short,67.677
68.260000,motor_3,66.48502,2927.41830,68.35070,48.94754,1.47897,-27.72743,24.32545,2.25596,-25.31024,21.86860,-0.0322150,-0.0282800,-0.0070992,winding_short,67.677
68.262500,motor_3,66.41478,2927.01445,68.39493,48.97074,-0.00158,26.57509,-25.38841,0.02105,24.85235,-22.56179,-0.0390144,-0.0012895,0.0119264,winding_short,67.677
68.265000,motor_3,66.28670,2929.21766,68.41061,48.27945,-1.60455,-25.73879,26.05262,-1.88455,-22.99033,23.09388,-0.0784487,-0.0315214,0.0287184,winding_short,67.677
68.267500,motor_3,66.94199,2932.81916,68.20396,50.41785,2.66117,24.80213,-26.85989,3.54473,22.92351,-24.48720,0.0444672,0.0244710,0.0571834,winding_short,67.677
68.270000,motor_3,66.23553,2940.67407,68.35080,48.46586,-4.10467,-23.64157,27.75676,-5.60527,-20.94654,23.91668,0.0326912,-0.0032621,0.0333733,winding_short,67.677
68.272500,motor_3,66.69108,2927.69230,68.44408,49.43601,5.93735,22.16240,-28.15633,8.06259,20.74500,-25.56707,0.0472452,-0.0476597,-0.0152297,winding_short,67.677
68.275000,motor_3,66.47040,2928.29988,68.48259,49.11280,-6.82296,-20.96075,28.29131,-9.80624,-19.16467,25.17300,-0.0502020,-0.0309563,-0.0524715,winding_short,67.677
68.277500,motor_3,66.49783,2932.33146,68.40256,48.97144,8.57332,19.73976,-28.28347,11.18590,17.69475,-25.75216,0.0192920,-0.0937361,-0.0015378,winding_short,67.677
68.280000,motor_3,66.80789,2927.10549,68.41095,49.46410,-10.27568,-18.15296,29.22118,-13.63420,-16.60049,26.20073,-0.0919251,-0.1080242,-0.0018702,winding_short,67.677
68.282500,motor_3,66.88031,2932.67165,68.14718,50.25232,11.07062,16.21006,-29.14748,15.35057,15.83308,-26.16159,0.0332043,-0.0471952,0.0216206,winding_short,67.677
68.285000,motor_3,66.85829,2923.92469,68.45208,50.89268,-12.48846,-15.07680,28.85966,-17.36548,-14.27040,26.68449,-0.0881386,-0.0335769,-0.0277070,winding_short,67.677
68.287500,motor_3,66.42354,2923.77931,68.39543,48.48722,13.88578,13.35683,-29.13604,18.73620,12.45361,-26.14823,0.0838282,-0.0241927,0.0462161,winding_short,67.677
68.290000,motor_3,66.30760,2932.32421,68.49761,48.70640,-15.01780,-11.99265,28.85869,-20.57795,-11.28064,25.21271,-0.0270923,-0.0368548,-0.0488604,winding_short,67.677
68.292500,motor_3,66.71940,2934.33394,68.40097,49.57281,16.18174,10.13374,-28.87302,22.19557,9.72723,-26.21221,0.1447438,-0.0332568,0.0607360,winding_short,67.677
68.295000,motor_3,66.14043,2926.99614,68.24440,48.20019,-17.29461,-8.19549,28.28817,-23.27288,-8.09057,24.74874,-0.0574591,-0.1326717,-0.0193578,winding_short,67.677
68.297500,motor_3,66.52254,2929.18072,68.33501,49.09248,18.17611,6.80709,-27.84583,25.21758,6.41927,-24.42684,0.0738729,-0.0929396,0.0779707,winding_short,67.677
68.300000,motor_3,66.65965,2925.19515,68.44450,49.24441,-18.89803,-4.60766,27.28090,-26.59478,-4.78949,24.07906,-0.1409398,-0.0992410,0.0226896,winding_short,67.677
68.302500,motor_3,66.82788,2937.11280,68.44919,49.96144,20.28102,2.69326,-26.71938,27.55112,2.69873,-24.52313,0.0384198,-0.0668638,0.0191831,winding_short,67.677
68.305000,motor_3,66.66530,2926.48903,68.17084,49.87055,-20.97666,-1.21723,25.90570,-28.84234,-1.17707,23.72341,-0.0864453,-0.0701370,-0.0673417,winding_short,67.677
68.307500,motor_3,66.31624,2932.98340,68.59873,48.60498,21.60427,-0.70063,-25.07126,28.91747,-0.38450,-22.01781,0.1071000,0.0175072,0.0516746,winding_short,67.677
68.310000,motor_3,65.82290,2923.15724,68.43372,47.38849,-22.32019,2.57084,23.86089,-30.21244,2.68589,20.70053,-0.0945299,-0.0231546,-0.0246197,winding_short,67.677
68.312500,motor_3,66.78185,2928.28299,68.08377,49.44933,22.95844,-4.37318,-22.94047,31.29500,-3.97251,-20.32290,0.1134651,-0.0361986,0.0623428,winding_short,67.677
68.315000,motor_3,66.56830,2932.51098,68.23231,49.35079,-23.44047,6.16833,21.68998,-31.73317,5.96749,19.20613,-0.1121547,-0.0499235,-0.0351819,winding_short,67.677
68.317500,motor_3,66.35225,2929.23941,68.34082,48.87419,23.77815,-7.94791,-20.53154,32.36188,-7.20953,-18.44407,0.0885060,-0.0661107,0.0613832,winding_short,67.677
68.320000,motor_3,66.53552,2938.68130,68.11184,49.20465,-24.11515,10.17839,19.04848,-33.04134,8.84876,17.31278,-0.1504945,-0.0518240,-0.0031192,winding_short,67.677
68.322500,motor_3,66.70740,2929.36283,68.38402,49.32562,24.41252,-11.37308,-17.74227,33.60588,-10.81833,-15.96972,0.1080011,-0.0236497,0.0321039,winding_short,67.677
68.325000,motor_3,66.27085,2929.21534,68.34532,48.50768,-24.69195,12.91358,16.49814,-33.56510,11.85113,14.72677,-0.1688963,-0.0366297,-0.0589675,winding_short,67.677
68.327500,motor_3,66.50903,2937.58438,68.43197,48.92539,24.91771,-14.82617,-15.00339,33.35914,-12.98141,-13.27552,0.1334942,0.0164185,0.0878727,winding_short,67.677
68.330000,motor_3,66.12587,2926.93143,68.55268,47.94354,-24.56703,16.73923,13.73303,-33.12282,14.86362,11.71048,-0.0611181,0.0404640,-0.0523975,winding_short,67.677
68.332500,motor_3,66.23498,2929.73136,68.40997,48.67291,24.73183,-17.96705,-12.02707,33.29111,-16.12509,-10.91017,0.1109110,0.0519507,0.0170922,winding_short,67.677
68.335000,motor_3,66.89428,2932.64207,68.26741,50.23166,-24.23956,19.48625,10.33368,-34.15710,18.24335,9.82609,-0.0937448,0.0048414,-0.0845011,winding_short,67.677
68.337500,motor_3,66.18408,2941.83576,68.35131,48.23578,24.24330,-20.77861,-8.98256,32.56306,-18.59124,-7.24720,0.0667655,0.0179116,0.0609458,winding_short,67.677
68.340000,motor_3,66.41252,2939.37823,68.42781,48.61939,-23.52845,22.14592,7.21050,-32.17387,19.85218,6.12538,-0.1535969,-0.0000335,-0.0602139,winding_short,67.677
68.342500,motor_3,66.50314,2929.91015,68.43512,49.16184,23.36424,-23.29338,-5.16712,31.69255,-21.41302,-4.81966,0.0817900,0.0871234,0.0062645,winding_short,67.677
68.345000,motor_3,66.93618,2944.54101,68.13143,49.88296,-22.61654,24.38776,3.92789,-31.23020,22.92030,3.30271,-0.1313717,0.0216892,-0.0506690,winding_short,67.677
68.347500,motor_3,66.80150,2930.58453,68.07407,49.79333,22.57371,-25.32261,-1.83205,30.54267,-24.26575,-1.85243,0.1083886,0.0839967,0.0868018,winding_short,67.677
68.350000,motor_3,66.58938,2936.72753,68.58105,49.21851,-21.22170,26.63807,0.17939,-28.90929,24.36741,-0.03346,-0.0512211,0.1097658,-0.0335918,winding_short,67.677
68.352500,motor_3,66.51934,2927.51657,68.43810,48.92822,20.79464,-27.15482,1.48326,27.98124,-24.96916,1.89863,0.1422283,0.0626379,0.0307749,winding_short,67.677
68.355000,motor_3,66.35588,2921.25405,68.40229,48.64032,-19.96426,27.94750,-3.55548,-26.93828,26.12122,-3.24157,-0.0814592,0.0311106,-0.0773998,winding_short,67.677
68.357500,motor_3,66.51058,2930.65357,68.48985,49.42932,19.05174,-28.63591,5.19466,26.24830,-26.59527,4.44031,0.0950747,0.0612930,0.0559369,winding_short,67.677
68.360000,motor_3,66.65576,2927.80381,68.04695,49.62072,-18.05892,29.14389,-6.98827,-24.95991,27.14410,-6.46794,-0.1213994,0.0210060,-0.0172555,winding_short,67.677
68.362500,motor_3,66.60058,2928.01397,68.32372,49.49273,16.82061,-29.69581,8.34208,22.93086,-27.53499,7.09125,0.0078893,0.0808448,0.0459820,winding_short,67.677
68.365000,motor_3,66.79053,2920.43713,68.28421,49.84563,-15.68184,30.05265,-9.94315,-22.49580,28.41791,-9.26215,-0.1137106,0.0887079,-0.0384250,winding_short,67.677
68.367500,motor_3,66.55241,2925.41538,68.42777,49.39238,14.38148,-30.35448,11.93716,19.83680,-27.83926,10.93152,0.1036520,0.1228417,0.0543809,winding_short,67.677
